"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"663","Literature","","1986","who in a wide cultural perspective and with poetic overtones fashions the drama of existence","1986-10-16","","","",""
"700","Economic Sciences","Center for Study of Public Choice","1986","for his development of the contractual and constitutional bases for the theory of economic and political decision-making","1986-10-16","Fairfax, VA","USA",39.828175,-98.5795
"264","Chemistry","Harvard University","1986","for their contributions concerning the dynamics of chemical elementary processes","1986-10-15","Cambridge, MA","USA",39.828175,-98.5795
"265","Chemistry","University of California","1986","for their contributions concerning the dynamics of chemical elementary processes","1986-10-15","Berkeley, CA","USA",39.828175,-98.5795
"266","Chemistry","University of Toronto","1986","for their contributions concerning the dynamics of chemical elementary processes","1986-10-15","Toronto","Canada",60.0,-110.0
"432","Physiology or Medicine","University of Texas Southwestern Medical Center at Dallas","1985","for their discoveries concerning the regulation of cholesterol metabolism","1985-10-14","Dallas, TX","USA",39.828175,-98.5795
"433","Physiology or Medicine","University of Texas Southwestern Medical Center at Dallas","1985","for their discoveries concerning the regulation of cholesterol metabolism","1985-10-14","Dallas, TX","USA",39.828175,-98.5795
"126","Physics","Max-Planck-Institut für Festkörperforschung","1985","for the discovery of the quantized Hall effect","1985-10-16","Stuttgart","Germany",51.0,10.0
"547","Peace","","1985","for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war","1985-10-05","","","",""
"662","Literature","","1985","who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition","1985-11-27","","","",""
"699","Economic Sciences","Massachusetts Institute of Technology (MIT)","1985","for his pioneering analyses of saving and of financial markets","1985-10-15","Cambridge, MA","USA",39.828175,-98.5795
"262","Chemistry","The Medical Foundation of Buffalo","1985","for their outstanding achievements in the development of direct methods for the determination of crystal structures","1985-10-16","Buffalo, NY","USA",39.828175,-98.5795
"263","Chemistry","US Naval Research Laboratory","1985","for their outstanding achievements in the development of direct methods for the determination of crystal structures","1985-10-16","Washington, D.C.","USA",39.828175,-98.5795
"429","Physiology or Medicine","Basel Institute for Immunology","1984","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","1984-10-15","Basel","Switzerland",46.798562,8.231973
"430","Physiology or Medicine","Basel Institute for Immunology","1984","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","1984-10-15","Basel","Switzerland",46.798562,8.231973
"431","Physiology or Medicine","MRC Laboratory of Molecular Biology","1984","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","1984-10-15","Cambridge","United Kingdom",54.6,-2.0
"124","Physics","CERN","1984","for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction","1984-10-17","Geneva","Switzerland",46.798562,8.231973
"125","Physics","CERN","1984","for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction","1984-10-17","Geneva","Switzerland",46.798562,8.231973
"546","Peace","","1984","for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa","1984-10-05","","","",""
"661","Literature","","1984","for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man","1984-11-27","","","",""
"698","Economic Sciences","University of Cambridge","1984","for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis","1984-10-18","Cambridge","United Kingdom",54.6,-2.0
"261","Chemistry","Rockefeller University","1984","for his development of methodology for chemical synthesis on a solid matrix","1984-10-17","New York, NY","USA",39.828175,-98.5795
"428","Physiology or Medicine","Cold Spring Harbor Laboratory","1983","for her discovery of mobile genetic elements","1983-10-10","Cold Spring Harbor, NY","USA",39.828175,-98.5795
"122","Physics","University of Chicago","1983","for his theoretical studies of the physical processes of importance to the structure and evolution of the stars","1983-10-19","Chicago, IL","USA",39.828175,-98.5795
"123","Physics","California Institute of Technology (Caltech)","1983","for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe","1983-10-19","Pasadena, CA","USA",39.828175,-98.5795
"545","Peace","","1983","for non-violent struggle for free trade unions and human rights in Poland","1983-10-05","","","",""
"660","Literature","","1983","for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today","1983-10-27","","","",""
"697","Economic Sciences","University of California","1983","for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium","1983-10-17","Berkeley, CA","USA",39.828175,-98.5795
"260","Chemistry","Stanford University","1983","for his work on the mechanisms of electron transfer reactions, especially in metal complexes","1983-10-19","Stanford, CA","USA",39.828175,-98.5795
"425","Physiology or Medicine","Karolinska Institutet","1982","for their discoveries concerning prostaglandins and related biologically active substances","1982-10-11","Stockholm","Sweden",61.0,15.0
"426","Physiology or Medicine","Karolinska Institutet","1982","for their discoveries concerning prostaglandins and related biologically active substances","1982-10-11","Stockholm","Sweden",61.0,15.0
"427","Physiology or Medicine","The Wellcome Research Laboratories","1982","for their discoveries concerning prostaglandins and related biologically active substances","1982-10-11","Beckenham","United Kingdom",54.6,-2.0
"121","Physics","Cornell University","1982","for his theory for critical phenomena in connection with phase transitions","1982-10-18","Ithaca, NY","USA",39.828175,-98.5795
"543","Peace","","1982","for their work for disarmament and nuclear and weapon-free zones","1982-10-13","","","",""
"544","Peace","","1982","for their work for disarmament and nuclear and weapon-free zones","1982-10-13","","","",""
"659","Literature","","1982","for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts","1982-10-21","","","",""
"696","Economic Sciences","University of Chicago","1982","for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation","1982-10-20","Chicago, IL","USA",39.828175,-98.5795
"259","Chemistry","MRC Laboratory of Molecular Biology","1982","for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes","1982-10-18","Cambridge","United Kingdom",54.6,-2.0
"422","Physiology or Medicine","California Institute of Technology (Caltech)","1981","for his discoveries concerning the functional specialization of the cerebral hemispheres","1981-10-09","Pasadena, CA","USA",39.828175,-98.5795
"423","Physiology or Medicine","Harvard Medical School","1981","for their discoveries concerning information processing in the visual system","1981-10-09","Boston, MA","USA",39.828175,-98.5795
